,Team,Article URL,Article Title,Text
256,chiefs,https://www.si.com/nfl/chiefs/inside-the-kingdom-plus/5-things-to-watch-for-in-week-5-8wfFpOv7MkK2VQtWrenbZg,5 things to watch for in Week 5,"Yoel MThe 4-0 Kansas City Chiefs will host the 2-2 Las Vegas Raiders on Sunday, adding another game to one of the most historic rivalries in the NFL. This game will have a big impact on the AFC West as Kansas City will be trying to get an early three-game lead on the division to help be division champions for the fifth consecutive season.(WATCH)! UTSA vs BYU Live: NCAA 2020 Week 6 and Tv CoverageDorsiu(WATCH)! Tennessee vs Georgia Live: NCAA 2020 Week 6 and Tv CoverageDorsiu(WATCH)! Central Arkansas vs Arkansas State Live: NCAA 2020 Week 6DorsiuWatch Iowa State vs Texas Tech Live Online Football 2020 Freeogway(WATCH)! Arkansas vs Auburn Live: NCAA 2020 Week 6 and Tv CoverageDorsiuWATCH Central Arkansas vs Arkansas State Live, NCAA 2020 TV ActionAsuion(WATCH) Djokovic vs Nadal Live: Stream Roland Garros Men's Final NowDjok Nadal(WATCH)! Middle Tennessee vs Florida International Live: 2020 NCAADorsiu(WATCH)! Texas Tech vs Iowa State Live: NCAA 2020 Week 6 and Tv infoDorsiuGeorgia vs Tennessee Live: Online 2020, Watch Football Game Freeogway"
258,chiefs,https://www.si.com/nfl/chiefs/podcasts/the-chiefs-and-raiders-rivalry-is-alive-and-well,The Chiefs and Raiders Rivalry is Alive and Well,"Tucker D. FranklinJust as we thought the Kansas City Chiefs were going to steamroll their way through the AFC West for another year and take an unblemished divisional record into the playoffs, the Las Vegas Raiders had other ideas.As Chiefs Kingdom was getting comfortable in their seat on top, the Raiders came to Kansas City and pulled the chair out from under them.Arrowhead Report's Mark Van Sickle joins me on today's episode of Roughing the Kicker to discuss the history of the Chiefs-Raiders rivalry and the current state that it's in heading into Week 11 of the season.The Chiefs and Raiders rivalry is one of the most storied competitions in all of football, but it's been anything but competitive for the past few seasons. Kansas City's rise to the top and the Raiders' fall to mediocrity has lead to many one-sided streaks and not many back and forth outcomes.But now there is finally something to be excited about in the division. Vegas surprisingly beat the Chiefs in Week 5 and they rubbed it in. It was bad enough the Chiefs lost to an inferior team but a victory lap around the stadium gave Big Red and Co. all they need and more heading into this week's matchup with the Raiders.The extra animosity and the looming fact Kansas City could lose two straight to the Raiders gives this game — and rivalry — a feeling it hasn't had in a while. Competition. And I missed it.Yeah, Andy Reid's dominance amongst rivals has been nice, don't get me wrong, but there's just something about the division winner coming down to the last week of the season or having the divisional competition be the best competition that makes me feel alive.It's not wishing the Chiefs were the Chiefs of old, but it's wishing the Chargers and Raiders and Broncos were themselves of old. Las Vegas has finally brought that competition to the table. While they will probably get the doors blown off on Sunday considering the circumstances, it's exciting to have external storylines heading into the matchup.This isn't the first time these two teams will take some extra animosity into a game against the other but it has been like this in a while. With the Raiders beginning to play well and appearing to figure things out, it certainly won't be the last time either. For more daily Kansas City Chiefs coverage, subscribe to the Roughing the Kicker Chiefs Podcast wherever you get your podcasts.Want a shortcut? Start listening to the show on Apple Podcasts, Google Podcasts, Spotify or iHeartRadio.Have something you want to tell the show? Tweet using #RTKpod to submit questions and comments to be shared on air.Former New York Giants cornerback DeAndre Baker has had one of the league's most tumultuous offseasons. Now, it is reportedly culminating in a spot on the Kansas City Chiefs' roster.Joshua BriscoChiefs Chairman and CEO Clark Hunt's decision to bring Andy Reid to Kansas City in 2013 is paying off once again. On Monday, the Chiefs extended the contracts of Reid and general manager Brett Veach.Joe AndrewsAndy Reid one of the best head coaches ever, and his record coming off a bye week is historically great. The Chiefs should benefit from that this Sunday.Jordan FooteFollowing the Las Vegas Raiders' stunning 40-32 victory over the Kansas City Chiefs on October 11, the Raiders reportedly did something that got under the skin of Chiefs Kingdom — and apparently head coach Andy Reid.Tucker D. FranklinWhile there are many Kansas City Chiefs players who are household names, some don't get the public credit they deserve for making the Chiefs as successful as they are.Tucker D. FranklinThe Kansas City Chiefs have placed starting offensive tackles Eric Fisher and Mitchell Schwartz on the Reserve/COVID-19 list along with offensive lineman Martinas Rankin.Joshua BriscoThe Kansas City Chiefs have announced contract extensions with head coach Andy Reid and general manager Brett Veach.Joshua BriscoThe rest of the AFC West was in action with the Kansas City Chiefs on a bye week in Week 10. Sunday's games featured one divisional matchup with the Denver Broncos and Las Vegas Raiders and a conference meeting between the Miami Dolphins and Los Angeles Chargers.Tucker D. FranklinKansas City Chiefs tight end Travis Kelce's performance on Sunday told us something we should have already known: he's one of the scariest threats the game has ever seen.Jordan FooteKansas City Chiefs quarterback Patrick Mahomes is on pace for his second NFL MVP award in three seasons, but is his greatness already underappreciated?Mark Van Sickle"
259,chiefs,https://www.si.com/nfl/chiefs/inside-the-kingdom-plus/watch-djokovic-vs-nadal-live-stream-roland-garros-men-s-final-now-o-L16BgyuEah6zqHskAxkA#comments,(WATCH) Djokovic vs Nadal Live: Stream Roland Garros Men's Final Now,"Djok NadalWatch (D)jokovic vs Nadal Live from Anywhere: The 2020 Roland Garros men's final featuring Rafael Nadal and Novak (D)jokovic airs Sunday, Oct. 11 at 9 a.m. ET on NBC. Novak (D)jokovic and Rafael Nadal will meet for a 56th time today, with history on the line.Watch Free French Open Live Without Buffering. Support Android, iPhone, iPad, Tablet.(WATCH)! UTSA vs BYU Live: NCAA 2020 Week 6 and Tv CoverageDorsiu(WATCH)! Tennessee vs Georgia Live: NCAA 2020 Week 6 and Tv CoverageDorsiu(WATCH)! Central Arkansas vs Arkansas State Live: NCAA 2020 Week 6DorsiuWatch Iowa State vs Texas Tech Live Online Football 2020 Freeogway(WATCH)! Arkansas vs Auburn Live: NCAA 2020 Week 6 and Tv CoverageDorsiuWATCH Central Arkansas vs Arkansas State Live, NCAA 2020 TV ActionAsuion(WATCH)! Middle Tennessee vs Florida International Live: 2020 NCAADorsiu(WATCH)! Texas Tech vs Iowa State Live: NCAA 2020 Week 6 and Tv infoDorsiuGeorgia vs Tennessee Live: Online 2020, Watch Football Game Freeogway(WATCH)! Pittsburgh vs Boston College Live: NCAA 2020 Week 6 and TVDorsiu"
264,chiefs,https://www.si.com/nfl/chiefs/inside-the-kingdom-plus/bashaud-breeland-returning-to-the-lineup-z9FMN2CMhEekPolZMXOtzw#comments,Andy Reid Has the Chiefs Primed for a Post-Bye Week Statement Game,"Jordan FooteDeath, taxes and Andy Reid coming off a bye week. There are no greater certainties in life.Reid, who has the sixth-most wins among all head coaches in league history, has an 18-3 regular-season record when returning from a bye. Whether it be with the Kansas City Chiefs or Philadelphia Eagles, he's always had his teams in prime position to come back from a week off feeling refreshed, refocused, and ready to go. This season, a relatively late bye week couldn't have come at a better time for the Chiefs.Impact players like Sammy Watkins, Mitchell Schwartz and L'Jarius Sneed are working their way back from injury. The team currently boasts an 8-1 record, good for the No. 2 spot in the AFC. That one loss, a 40-32 defeat at the hands of the Las Vegas Raiders last month, is still fresh in the minds of many. Had the Chiefs handled business against a division rival, they'd be in a more ideal situation in regards to the home-field advantage race. By the time these two teams square off again on Sunday, Reid will have had two weeks to prepare. The stars are aligning for a revenge game, which now has even more storylines than usual thanks to a celebratory bus ride.Despite playing some of the sloppiest football of the Reid and Patrick Mahomes era, the reigning Super Bowl champs lost by a single score to Las Vegas last time out. The Chiefs were penalized 10 times for 94 yards. Raiders quarterback Derek Carr played the game of his life. Rookie wide receiver Henry Ruggs racked up 47 percent of his 2020 yards so far in that contest alone. Defensive coordinator Paul Guenther made a high-flying offense look completely beatable by getting pressure on Mahomes all day long. It was a perfect storm of events — and one that likely won't happen again.In Carr's last three games, he's combined to throw for 430 yards. For reference, he had 347 yards in Week 5 at Arrowhead Stadium. He's settling back into the role he's played for years: being a solid quarterback, but not a game-wrecker. At 6-3, Jon Gruden has his team squarely in position to compete for one of the AFC's three wild card spots. The Raiders are playing inspired football and feeling confident, but that's exactly where the Chiefs should want them. In 'Raider Week: Act II,' we should see a completely different Chiefs team. They understand the gravity of this situation. After the loss in Act I, Mahomes acknowledged that the margin for error is very slim against quality opponents. ""We didn’t play our best football today and tried to battle at the end, but if we don’t play at a high enough level against good football teams, then you’ll lose those games,"" he said. Getting the opponent's best shot each and every week is part of defending a title. This week, it's time for the Chiefs to send their best shot back."
265,chiefs,https://www.si.com/nfl/chiefs/draft/,DRAFT,"Heading into the 2020 NFL Draft, the Kansas City Chiefs were a team with most of their starters returning. With the focus shifted to depth, the Kansas City Chiefs made an immediate and long-term investment with TCU offensive tackle Lucas Niang.Jordan FooteThe past few seasons have been rough for the Kansas City Chiefs at the linebacker position. Arrowhead Report's Jordan Foote explains how second-round pick Willie Gay Jr. will help restore order to the middle of the defense.Jordan FooteIn part one, Arrowhead Report's Sam Hayes took a look into some of the Chiefs' key options on the offensive side of the ball. Now, he moves on to the defense, where the Chiefs still have some holes in their roster.Sam HaysLooking ahead is always fun. As Kansas City Chiefs fans, we have been looking ahead for many years. Here's part one of a two part series on the Chiefs options for the 2021 NFL Draft and free agency.Sam HaysbySam HaysThe 2017 NFL Draft will be known as ""The Mahomes Draft"" to Chiefs Kingdom but what if General Manager John Dorsey didn't make a move to get the beloved quarterback? Arrowhead Report's Mark Van Sickle takes a look into that altered universe.Mark Van SickleThe Arrowhead Report Roundtable breaks down the Kansas City Chiefs' selection of Michigan EDGE Michael Danna and answers the question: what do you think of the pick?Tucker D. FranklinWith the 2020 NFL Draft coming to a conclusion, it's never too early to look ahead at what the Kansas City Chiefs will do in the next one. In part two, Arrowhead Report's Mark Van Sickle surveys the defensive side of the ball.Mark Van SickleDespite the challenges of the virtual offseason, Kansas City Chiefs safety Tyrann Mathieu has reached out to each member of the Chiefs 2020 NFL Draft class to welcome them to the organization.Joe AndrewsWith the 2020 NFL Draft coming to a conclusion, it's never too early to look ahead at what the Kansas City Chiefs will do in the next one.Mark Van SickleHow the Kansas City Chiefs' 2020 NFL Draft can change the future of the team while preparing for Patrick Mahomes' mega-deal.ConnerChristophersonGlen WestHow Does Clyde Edwards-Helaire fit Into Chiefs System?Joshua BriscoHe Was ‘Prospect X,’ the NFL Draft’s Deepest SleeperJoshua BriscoWho Is Prospect X? The Search for the NFL Draft’s Most Overlooked ProsBryan DriskellDraft Profile: WR Chase Claypool My latest breaks down Notre Dame wide receiver **Chase…Bryan Driskell**WR Chase Claypool Combine Preview** Former Notre Dame wide receiver **Chase Claypool**…Bryan Driskell**DE Khalid Kareem, Notre Dame - Combine Preview** Notre Dame DE **Julian Okwara** gets a lot…Bryan Driskell**COMBINE PREVIEW: Cole Kmet, Tight End** My latest Combine preview breaks down Notre Dame…Bryan Driskell**COMBINE PREVIEW: Jalen Elliott, Safety** Kicking off my week long analysis of the nine…Matt DerrickIf you want to get a jumpstart on watching the 2020 NFL Draft, check out the Senior Bowl watch…Matt DerrickThe Chiefs could be in the market for a young swing tackle or a prospect to move into the…"
267,chiefs,https://www.si.com/nfl/chiefs/news/kansas-city-chiefs-expected-to-sign-former-new-york-giants-cb-deandre-baker,Kansas City Chiefs Expected to Sign Former New York Giants CB DeAndre Baker,"Joshua BriscoFormer New York Giants cornerback DeAndre Baker had one of the league's most tumultuous offseasons. Now, it is reportedly culminating in a spot on the Kansas City Chiefs' roster.Baker, who was released by the Giants following charges of armed robbery stemming from an incident in May, began getting a second look from some teams after those charges were dropped on Monday. As of Tuesday night, according to Mike Garafolo of NFL Network, Baker is now expected to sign with the Chiefs.Original accusations described Baker and Seattle Seahawks defensive back Quentin Dunbar as ""partaking in a brazen, multi-person robbery at a party in Miramar,"" as summarized by Michael McCann of SI.com: According to an affidavit filed by a Miramar detective in Broward County Circuit Court, problems at the party surfaced when Baker was seen with a gun in his hand and “pointing it at one of the attendees.”
Baker, according to a witness whose name has been redacted, directed other attendees to take money and valuables from people at the party. Dunbar, the witness recalls, assisted Baker in taking these items. Another witness told police that at a different party two days earlier, Baker and Dunbar had lost about $70,000.However, the story took a turn on Monday, as the charges were dropped and an attorney was arrested due to an alleged extortion attempt, which Baker's lawyer said was where the story started in the first place, summarized by Ben Pickman of SI.com: ""I’ve been saying this from Day 1, that this was an extortion scheme and that DeAndre was the victim,"" Baker's lawyer, Bradford Cohen, told the NFL Network's Ian Rapoport. ""This event did not play out as they insinuated. And the case was dismissed.""
On Monday morning William Dean, the attorney for three of the four men who said they were robbed, was arrested in Florida in conjunction with an alleged extortion attempt, according to the New York Post's Ryan Dunleavy.
According to the Post, Dean and his clients demanded $1.5 million from the former Giants cornerback and negotiated the number down to $800,000 to change their statements. However, no money ever changed hands, according to the Post.Baker, the 30th overall pick in the 2019 NFL Draft, now joins a cornerback room with Charvarius Ward, Bashaud Breeland, Rashad Fenton, L'Jarius Sneed, Antonio Hamilton and BoPete Keyes.Just as we thought the Kansas City Chiefs were going to steamroll their way through the AFC West for another year and take an unblemished divisional record into the playoffs, the Las Vegas Raiders had other ideas.Tucker D. FranklinChiefs Chairman and CEO Clark Hunt's decision to bring Andy Reid to Kansas City in 2013 is paying off once again. On Monday, the Chiefs extended the contracts of Reid and general manager Brett Veach.Joe AndrewsAndy Reid one of the best head coaches ever, and his record coming off a bye week is historically great. The Chiefs should benefit from that this Sunday.Jordan FooteFollowing the Las Vegas Raiders' stunning 40-32 victory over the Kansas City Chiefs on October 11, the Raiders reportedly did something that got under the skin of Chiefs Kingdom — and apparently head coach Andy Reid.Tucker D. FranklinWhile there are many Kansas City Chiefs players who are household names, some don't get the public credit they deserve for making the Chiefs as successful as they are.Tucker D. FranklinThe Kansas City Chiefs have placed starting offensive tackles Eric Fisher and Mitchell Schwartz on the Reserve/COVID-19 list along with offensive lineman Martinas Rankin.Joshua BriscoThe Kansas City Chiefs have announced contract extensions with head coach Andy Reid and general manager Brett Veach.Joshua BriscoThe rest of the AFC West was in action with the Kansas City Chiefs on a bye week in Week 10. Sunday's games featured one divisional matchup with the Denver Broncos and Las Vegas Raiders and a conference meeting between the Miami Dolphins and Los Angeles Chargers.Tucker D. FranklinKansas City Chiefs tight end Travis Kelce's performance on Sunday told us something we should have already known: he's one of the scariest threats the game has ever seen.Jordan FooteKansas City Chiefs quarterback Patrick Mahomes is on pace for his second NFL MVP award in three seasons, but is his greatness already underappreciated?Mark Van Sickle"
268,chiefs,https://www.si.com/nfl/chiefs/inside-the-kingdom-plus/watch-f1-eifel-grand-prix-2020-live-online-2020-free--TyDxjfo-0GskrqzhTjDKg,Watch F1 Eifel Grand Prix 2020 Live Online 2020 Free !!,"uluulu.infoBBC News WATCH Chicago Marathon 2020 runners are determined to complete 26.2 miles even if this year’s race is virtual: ‘Chicago is a bunch of doers.’jkjkjj.k.k.kasfsadfsdgj Running groups such as Chicago Area Runners Association and Black Chicago Runners will space hydration stations along the Lakefront Trail. CARA will also
h provide stations in five suburban locatio asdns.jkjkasd saasfdsadsa(WATCH)! UTSA vs BYU Live: NCAA 2020 Week 6 and Tv CoverageDorsiu(WATCH)! Tennessee vs Georgia Live: NCAA 2020 Week 6 and Tv CoverageDorsiu(WATCH)! Central Arkansas vs Arkansas State Live: NCAA 2020 Week 6DorsiuWatch Iowa State vs Texas Tech Live Online Football 2020 Freeogway(WATCH)! Arkansas vs Auburn Live: NCAA 2020 Week 6 and Tv CoverageDorsiuWATCH Central Arkansas vs Arkansas State Live, NCAA 2020 TV ActionAsuion(WATCH) Djokovic vs Nadal Live: Stream Roland Garros Men's Final NowDjok Nadal(WATCH)! Middle Tennessee vs Florida International Live: 2020 NCAADorsiu(WATCH)! Texas Tech vs Iowa State Live: NCAA 2020 Week 6 and Tv infoDorsiuGeorgia vs Tennessee Live: Online 2020, Watch Football Game Freeogway"
269,chiefs,https://www.si.com/nfl/chiefs/news/,NEWS,"Former New York Giants cornerback DeAndre Baker has had one of the league's most tumultuous offseasons. Now, it is reportedly culminating in a spot on the Kansas City Chiefs' roster.Joshua BriscoFollowing the Las Vegas Raiders' stunning 40-32 victory over the Kansas City Chiefs on October 11, the Raiders reportedly did something that got under the skin of Chiefs Kingdom — and apparently head coach Andy Reid.Tucker D. FranklinThe Kansas City Chiefs have placed starting offensive tackles Eric Fisher and Mitchell Schwartz on the Reserve/COVID-19 list along with offensive lineman Martinas Rankin.Joshua BriscoThe Kansas City Chiefs have announced contract extensions with head coach Andy Reid and general manager Brett Veach.Joshua BriscoThe Kansas City Chiefs have placed wide receiver Mecole Hardman on the COVID-19/Reserve list, according to ESPN's Field Yates.Tucker D. FranklinAccording to multiple reports, the Kansas City Chiefs have activated offensive tackle Martinas Rankin from the physically unable to perform list on Tuesday.Tucker D. FranklinFormer Kansas City Chiefs quarterback Matt Cassel has stories about former Chiefs head coach Todd Haley, and a new tale details an in-game spat between the quarterback and head coach of the 2010 Chiefs.Joshua BriscobyJoshua BriscoOn Thursday, Kansas City Chiefs defensive tackle Chris Jones was placed on the Chiefs' Reserve/COVID-19 list after being in close contact with someone who had been exposed to the coronavirus. On Friday, Chris Jones returned to practice.Joshua BriscoKansas City Chiefs defensive tackle Chris Jones has been placed on the Reserve/COVID-19 list according to ESPN's Field Yates.Tucker D. FranklinA member of the Kansas City Chiefs staff has tested positive for COVID-19, according to a statement released by the team. The Chiefs continue to prepare for Sunday's game against the Carolina Panthers.Joshua BriscoJoshua BriscoChiefs Strength Coach Reportedly Tests Positive for COVIDJoshua BriscoMike Danna placed on IRJoshua BriscoAndy Reid says Charvarius Ward ""had some work done"" on his hand.Bob Rosehttps://www.si.com/nfl/saints/editorial-opinion/drafting-patrick-mahomKyle T. Mosley⚜🏈😄 Coach Payton's amusing troll of Cam Jordan for Tardiness TweetbennyheisFabiano's Top 200 Rankings: Edwards-Helaire is the #6 RB!John MaakaronAFC Power RankingsbennyheisClyde Edwards-Helaire: Clear 1st Round Pick with Damien Williams out?Hondo S. CarpenterRaiders Top Five Opponents by Position: QuarterbackHondo S. CarpenterChiefs Tyreek Hill vs. Raiders Henry Ruggs in a Foot Race?"
273,chiefs,https://www.si.com/nfl/chiefs/gameday/,GAME DAY,"Under defensive coordinator Steve Spagnuolo, getting sacks from the Kansas City Chiefs defensive line isn’t necessarily the goal.Joe AndrewsWhen needed the most in the Kansas City Chiefs 33-31 win over the Carolina Panthers on Sunday, wide receiver Tyreek Hill and tight end Travis Kelce were there when quarterback Patrick Mahomes was looking for an answer.Tucker D. FranklinThe Kansas City Chiefs saw a handful of bold calls from Carolina Panthers' first-year head coach Matt Rhule in Sunday's 33-31 win at Arrowhead Stadium but Chiefs head coach Andy Reid said his offense was able to counter those decisions.Joe AndrewsWhile it wasn't pretty, the Kansas City Chiefs were able to narrowly come away with a 33-31 victory over the Carolina Panthers for their eighth victory of the season on Sunday.Tucker D. FranklinThe Kansas City Chiefs and the Carolina Panthers have announced their inactive players for this afternoon's contest at Arrowhead Stadium.Tucker D. FranklinThe Kansas City Chiefs have looked nearly perfect in their three contests since their first loss of the season. The Chiefs look to continue their winning ways against the Carolina Panthers on Sunday before their bye week in Week 10.Tucker D. FranklinThe Kansas City Chiefs and Carolina Panthers will square off for the seventh time in history as the Panthers will travel to Arrowhead Stadium for a noon kickoff on Sunday.Tucker D. FranklinKansas City Chiefs defensive coordinator Steve Spagnuolo presented his unit with a clip of Kobe Bryant less than 24 hours before the team's 35-9 win over the New York Jets.Joe AndrewsKansas City Chiefs punter Tommy Townsend completed his first in-game pass since his freshman year of high school during a 35-9 win over the New York Jets at Arrowhead Stadium on Sunday.Joe AndrewsFor the Kansas City Chiefs, this season has been about taking what they can get and that was no different for quarterback Patrick Mahomes and the offense in their 35-9 victory over the New York Jets on Sunday.Tucker D. FranklinBrooks AustinChiefs expecting big year from Mecole HardmanMatt DerrickAny questions about Super Bowl LIV? Ask them here and I will answer throughout the day. Anyone…Matt DerrickKSHB's Nick Jacobs breaks down his game plan for the Chiefs against the Minnesota Vikings in…Matt DerrickThis was a common refrain heard around Arrowhead Stadium after the Chiefs 31-24 loss to the…Matt DerrickTyreek Hill's return gave the Chiefs a short-term shot of adrenaline against the Houston…Matt DerrickThe Chiefs have surrendered at least 180 yards rushing in three-straight games after falling…Matt DerrickJustin Houston returns to Arrowhead Stadium for the first time as a visitor. What kind of…Matt DerrickThe Jaguars' unofficial depth chart includes a trio of former Chiefs, starting with…Matt DerrickHow have St. Louis natives Khalen Saunders and Jack Fox performed during the preseason for…Matt DerrickCarolyn Delaney, wife of late Chiefs Hall of Fame RB Joe Delaney, will serve as the team's…"
275,chiefs,https://www.si.com/nfl/chiefs/gm-report/chiefs-o-line-struggles-were-predictable-Wk7taeno2UyxIue73MFSDQ,Chiefs O-Line Struggles Were Predictable,"Joshua BriscoThe Chiefs' offensive line struggled against the Raiders, especially in the interior. Unfortunately for Kansas City, this was always a potential outcome of the gamble they made on how to best-protect Patrick Mahomes.The Kansas City Chiefs have issues on the offensive line, and it's magnified by their decision to deprioritize the position group.Chiefs Chairman and CEO Clark Hunt's decision to bring Andy Reid to Kansas City in 2013 is paying off once again. On Monday, the Chiefs extended the contracts of Reid and general manager Brett Veach.Joe AndrewsAndy Reid one of the best head coaches ever, and his record coming off a bye week is historically great. The Chiefs should benefit from that this Sunday.Jordan FooteKansas City Chiefs tight end Travis Kelce's performance on Sunday told us something we should have already known: he's one of the scariest threats the game has ever seen.Jordan FooteKansas City Chiefs quarterback Patrick Mahomes is on pace for his second NFL MVP award in three seasons, but is his greatness already underappreciated?Mark Van SickleAs the Kansas City Chiefs rolled into their Week 10 bye week with a win against the Carolina Panthers last Sunday, head coach Andy Reid is hoping his players and staff can use this time to prepare and get right for the second half of the season.Tucker D. FranklinThe Kansas City Chiefs have a week off and no opponent to focus on until next week. Let’s examine the Chiefs' remaining schedule and predict how they will fare.ConnerChristophersonWhat do the advanced metrics have to say about the Kansas City Chiefs' 33-31 win over the Carolina Panthers?Sam HaysThe Kansas City Chiefs hold the top spot in The MMQB's midseason power rankings, just edging out the undefeated Pittsburgh Steelers.Joshua BriscoAfter crossing no more than 11 targets in a single game through the first eight weeks of the season, Kansas City Chiefs wide receiver Tyreek Hill saw a slew of passes thrown his way in the Chiefs' 33-31 win over the Carolina Panthers on Sunday.Joe AndrewsEverything you need to know before the Kansas City Chiefs take on the Carolina Panthers on Sunday in Week 9 of the NFL season.Sam Hays"
277,chiefs,https://www.si.com/nfl/chiefs/gm-report/footenotes-travis-kelce-somehow-deserving-more-credit,Appreciate Travis Kelce While He's Playing: The Chiefs' Tight End is an All-Time Great,"Jordan FooteIn case you missed the memo, Travis Kelce is the best tight end in all of football. It isn't a debate. Even referring to him as a tight end feels like selling him short. He's not just one of the best tight ends in NFL history, he's one of the game's all-time greatest pass-catching threats.Kelce is a game-wrecker and a lethal weapon for the Kansas City Chiefs, and a downright horrifying sight for opposing defenses. A true matchup nightmare, players measuring up at 6'5"" and weighing 260 pounds shouldn't be allowed to move the way Kelce can. It simply is not fair. Despite having turned 31 years old on October 5, Kelce is in the middle of what could turn out to be the best season of his career. Through nine games, the two-time All-Pro ranks third in the NFL in receiving yards (769) and yards after the catch (361). He also has six touchdowns, topping the five he had all of last season. His chemistry with quarterback Patrick Mahomes is off the charts. Somehow, though, Kelce deserves even more respect.  Heading into Sunday's win over the Carolina Panthers, Kelce's name was atop the leaderboards in several other statistical categories. He led all tight ends with at least 200 snaps played in Pro Football Focus' grades for run blocking (79.5), receiving (89.6), and overall offense (90.3), putting up better grades than he ever has. His level of play isn't just elite — it's all-time great. One of the main points of the George Kittle/Kelce debate for the game's best tight end was centered around run blocking. Kittle received rave reviews for his prowess in that area, while Kelce's quality performances were overlooked. Now, with the 49ers' best offensive player being banged up for most of this season and the Chiefs' leading receiver taking his game to another level, that conversation is over. With that, a new one should begin. It's time to give Kelce his flowers while he's still playing at such an exceptional level.Assuming he remains healthy for the remainder of this season, Kelce will have his fifth-consecutive 1,000-yard season. Heck, if he keeps playing like he has for the past two weeks (109 and 159 receiving yards, respectively), it won't take seven more games to get there. It's a near-lock that the NFL's longest streak that measures tight end greatness will be extended by yet another year. We've never seen anything like it, and we may never see it again. Seriously.Sure, Rob Gronkowski has a 17-touchdown season on his resume. He also had the physical gifts to be the best tight end ever. Health wasn't working in his favor, though. It is for Kelce. Chiefs legend and perhaps the current owner of the ""GOAT"" crown at the position, Tony Gonzalez, topped 1,000 yards four times in his 17-year career. The fact that Kelce has done it that many times in a row while competing for catches with other generational talents like Tyreek Hill is brilliant. It's astonishing. It's mind-boggling — and Kelce doesn't seem to be slowing down any time soon. Kelce is healthy. He's consistently great. His unique physical gifts — supreme agility mixed with great speed and size that makes him virtually impossible to cover individually — are still at their peak. Even when those traits inevitably begin to decline, he's shown that he can refine his technique enough to make up for most of the difference. Oh yeah, he's also under contract to play with Mahomes until the end of the 2025 season.Acknowledge and enjoy this while it lasts. Kelce solidified his spot as the premier tight end in the NFL, but it's time to think even bigger. He's one of the best receiving threats this league currently has and by the time his already-amazing career comes to a close, he'll go down as a player future generations will aim to model their games after. In the midst of a special time to be a Chiefs fan, don't forget to realize the magnitude of a special talent performing as well as Kelce is.Just as we thought the Kansas City Chiefs were going to steamroll their way through the AFC West for another year and take an unblemished divisional record into the playoffs, the Las Vegas Raiders had other ideas.Tucker D. FranklinFormer New York Giants cornerback DeAndre Baker has had one of the league's most tumultuous offseasons. Now, it is reportedly culminating in a spot on the Kansas City Chiefs' roster.Joshua BriscoChiefs Chairman and CEO Clark Hunt's decision to bring Andy Reid to Kansas City in 2013 is paying off once again. On Monday, the Chiefs extended the contracts of Reid and general manager Brett Veach.Joe AndrewsAndy Reid one of the best head coaches ever, and his record coming off a bye week is historically great. The Chiefs should benefit from that this Sunday.Jordan FooteFollowing the Las Vegas Raiders' stunning 40-32 victory over the Kansas City Chiefs on October 11, the Raiders reportedly did something that got under the skin of Chiefs Kingdom — and apparently head coach Andy Reid.Tucker D. FranklinWhile there are many Kansas City Chiefs players who are household names, some don't get the public credit they deserve for making the Chiefs as successful as they are.Tucker D. FranklinThe Kansas City Chiefs have placed starting offensive tackles Eric Fisher and Mitchell Schwartz on the Reserve/COVID-19 list along with offensive lineman Martinas Rankin.Joshua BriscoThe Kansas City Chiefs have announced contract extensions with head coach Andy Reid and general manager Brett Veach.Joshua BriscoThe rest of the AFC West was in action with the Kansas City Chiefs on a bye week in Week 10. Sunday's games featured one divisional matchup with the Denver Broncos and Las Vegas Raiders and a conference meeting between the Miami Dolphins and Los Angeles Chargers.Tucker D. FranklinKansas City Chiefs quarterback Patrick Mahomes is on pace for his second NFL MVP award in three seasons, but is his greatness already underappreciated?Mark Van Sickle"
